role,department,resource,resource_sensitivity,hour,is_unusual_time,known_device,location_match,role_resource_match,failed_attempts,request_frequency,credential_valid,previous_behavior_score,risk_score,risk_label
HR Specialist,HR,HR Database,3,23.53,1,0,1,1,3,9.3,1,0.599,89.6,HIGH
Product Manager,Product,HR Database,3,21.34,1,0,0,0,5,5.89,1,0.203,96.1,HIGH
Product Manager,Product,Finance System,3,21.51,1,0,0,0,3,3.2,1,0.068,97.3,HIGH
Software Developer,IT,Admin Panel,4,9.96,0,1,1,1,0,2.76,1,0.72,9.4,LOW
DevOps Engineer,Engineering,Finance System,3,7.26,0,1,1,0,1,2.99,1,0.699,42.1,MEDIUM
DevOps Engineer,IT,Development Server,2,8.07,0,1,1,0,0,1.55,1,0.668,26.2,LOW
Product Manager,IT,HR Database,3,7.94,0,1,1,0,0,3.29,1,0.764,33.5,MEDIUM
QA Engineer,Engineering,GitHub Project Alpha,1,12.05,0,1,1,1,1,3.81,1,0.77,14.4,LOW
QA Engineer,HR,Project Management System,1,14.41,0,1,1,1,1,1.54,1,0.725,9.5,LOW
HR Specialist,Product,Project Management System,1,18.2,0,1,1,1,0,3.08,1,0.622,4.7,LOW
System Administrator,IT,HR Database,3,14.0,0,1,1,0,0,2.02,1,0.621,35.2,MEDIUM
QA Engineer,HR,Development Server,2,14.09,0,1,1,0,0,2.36,1,0.858,22.7,LOW
System Administrator,Product,Production Database,4,13.92,0,1,1,0,0,2.06,0,0.971,46.5,MEDIUM
DevOps Engineer,Engineering,HR Database,3,22.96,1,0,0,0,1,7.89,1,0.258,100.0,HIGH
Product Manager,HR,Finance System,3,19.47,0,1,1,0,0,3.98,1,0.959,24.2,LOW
DevOps Engineer,Product,Finance System,3,8.86,0,1,1,0,0,2.32,1,0.762,29.6,LOW
Product Manager,HR,Development Server,2,23.64,1,0,0,0,2,9.98,1,0.018,97.9,HIGH
HR Specialist,Finance,Admin Panel,4,9.13,0,1,1,0,1,4.22,1,0.756,39.8,MEDIUM
Contractor,IT,Finance System,3,13.8,0,0,1,0,0,1.13,1,0.914,51.8,MEDIUM
Finance Analyst,HR,HR Database,3,12.55,0,0,1,1,1,1.67,1,0.71,39.7,MEDIUM
Contractor,Product,Finance System,3,13.44,0,1,1,0,0,2.94,1,0.749,27.3,LOW
DevOps Engineer,HR,Finance System,3,7.36,0,0,1,0,0,4.18,0,0.914,60.0,MEDIUM
Finance Analyst,Engineering,Development Server,2,22.23,1,0,0,1,4,13.68,1,0.417,100.0,HIGH
Product Manager,IT,GitHub Project Alpha,1,15.8,0,1,1,0,0,2.64,1,0.762,23.2,LOW
Product Manager,HR,Project Management System,1,12.2,0,1,0,1,0,3.64,1,0.981,22.4,LOW
System Administrator,IT,GitHub Project Alpha,1,0.81,1,0,0,0,0,8.87,1,0.221,100.0,HIGH
Software Developer,Product,Admin Panel,4,9.72,0,1,1,0,0,2.99,1,0.726,36.0,MEDIUM
Product Manager,Engineering,Admin Panel,4,14.54,0,1,1,0,0,1.64,1,0.989,28.0,LOW
System Administrator,Engineering,GitHub Project Alpha,1,8.03,0,1,0,1,1,0.21,1,0.605,36.4,MEDIUM
Product Manager,HR,Admin Panel,4,17.43,0,1,1,0,1,1.44,1,0.935,35.2,MEDIUM
Finance Analyst,IT,HR Database,3,22.16,1,0,0,0,5,4.86,0,0.169,100.0,HIGH
QA Engineer,Engineering,HR Database,3,21.75,1,0,0,0,3,6.99,0,0.556,100.0,HIGH
HR Specialist,Product,Production Database,4,12.88,0,1,1,0,0,0.29,1,0.721,34.5,MEDIUM
Software Developer,Finance,Project Management System,1,13.31,0,1,0,1,0,1.46,1,0.68,27.7,LOW
Contractor,Product,Admin Panel,4,13.07,0,1,1,0,0,3.16,1,0.873,34.5,MEDIUM
Software Developer,Finance,GitHub Project Alpha,1,11.44,0,0,1,0,0,0.13,1,0.732,48.2,MEDIUM
Software Developer,Finance,GitHub Project Alpha,1,16.25,0,1,1,0,0,3.03,1,0.893,20.0,LOW
HR Specialist,IT,GitHub Project Alpha,1,8.79,0,1,1,0,0,1.47,1,0.773,25.0,LOW
Finance Analyst,Engineering,HR Database,3,3.67,1,0,0,0,2,9.39,0,0.267,100.0,HIGH
QA Engineer,Finance,Production Database,4,11.56,0,0,1,0,0,2.4,1,0.86,48.1,MEDIUM
DevOps Engineer,HR,Production Database,4,21.78,1,0,0,0,5,7.56,0,0.045,100.0,HIGH
Contractor,Product,Finance System,3,15.96,0,1,1,0,0,2.25,1,0.932,26.6,LOW
Product Manager,Engineering,Development Server,2,13.19,0,1,1,1,0,2.26,1,0.959,9.1,LOW
QA Engineer,HR,GitHub Project Alpha,1,9.36,0,1,1,0,0,0.9,1,0.658,22.1,LOW
QA Engineer,Engineering,Project Management System,1,13.46,0,1,1,1,0,2.18,1,0.797,8.4,LOW
Software Developer,Engineering,Development Server,2,13.71,0,1,1,1,1,0.88,1,0.705,12.4,LOW
Finance Analyst,Product,Production Database,4,17.66,0,0,1,0,1,5.0,1,0.949,62.0,MEDIUM
Software Developer,Finance,Admin Panel,4,23.97,1,1,1,0,0,12.35,1,0.518,83.1,HIGH
QA Engineer,Finance,Admin Panel,4,21.88,1,0,0,0,1,3.65,1,0.082,100.0,HIGH
QA Engineer,Product,Admin Panel,4,3.8,1,1,0,0,4,3.75,1,0.576,99.1,HIGH
QA Engineer,Product,Development Server,2,8.71,0,1,0,0,1,3.6,1,0.962,49.7,MEDIUM
HR Specialist,IT,Project Management System,1,21.42,1,0,0,1,2,3.84,0,0.565,96.1,HIGH
Software Developer,Engineering,Admin Panel,4,15.63,0,1,0,0,0,2.6,1,0.654,55.4,MEDIUM
HR Specialist,Engineering,GitHub Project Alpha,1,21.04,1,0,0,1,1,14.0,1,0.308,100.0,HIGH
Finance Analyst,Finance,Production Database,4,9.51,0,0,1,0,1,1.23,1,0.678,63.4,MEDIUM
QA Engineer,Engineering,Finance System,3,9.46,0,1,1,0,1,2.92,1,0.948,39.8,MEDIUM
Software Developer,Product,HR Database,3,9.62,0,1,1,0,0,2.31,1,0.632,30.0,MEDIUM
System Administrator,Product,Admin Panel,4,7.81,0,1,0,0,0,2.4,1,0.973,52.4,MEDIUM
Contractor,Product,Project Management System,1,11.1,0,1,1,1,0,4.02,1,0.69,7.6,LOW
Product Manager,HR,Finance System,3,8.52,0,1,1,0,0,2.38,1,0.695,32.7,MEDIUM
Product Manager,HR,Development Server,2,16.92,0,1,1,0,0,1.85,1,0.669,27.8,LOW
Product Manager,IT,Project Management System,1,13.76,0,1,1,1,0,0.19,1,0.829,4.5,LOW
Finance Analyst,Engineering,Finance System,3,19.39,0,1,1,0,0,1.91,1,0.6,28.3,LOW
HR Specialist,IT,Admin Panel,4,8.3,0,0,1,1,0,3.09,1,0.682,31.1,MEDIUM
Finance Analyst,Engineering,GitHub Project Alpha,1,2.12,1,0,0,1,5,3.95,1,0.105,99.0,HIGH
Product Manager,IT,Production Database,4,0.59,1,0,0,1,2,8.18,1,0.32,100.0,HIGH
Finance Analyst,HR,Admin Panel,4,4.59,1,0,0,0,3,11.59,1,0.136,97.0,HIGH
QA Engineer,HR,Finance System,3,11.16,0,1,0,0,1,2.59,1,0.981,52.3,MEDIUM
DevOps Engineer,Finance,GitHub Project Alpha,1,16.01,0,1,1,0,0,2.67,1,0.907,25.8,LOW
Product Manager,HR,Project Management System,1,16.78,0,1,1,1,1,1.39,1,0.75,14.1,LOW
Product Manager,Finance,Production Database,4,7.71,0,1,1,0,0,2.39,1,0.675,33.6,MEDIUM
Software Developer,IT,Finance System,3,19.29,0,1,1,0,0,2.97,1,0.926,30.8,MEDIUM
Product Manager,Engineering,Production Database,4,1.04,1,0,0,1,4,11.2,0,0.439,99.3,HIGH
System Administrator,Finance,Admin Panel,4,22.45,1,0,0,0,3,14.35,1,0.003,96.7,HIGH
Product Manager,IT,Admin Panel,4,5.58,1,0,0,1,5,9.62,1,0.097,99.5,HIGH
DevOps Engineer,Product,Admin Panel,4,19.66,0,1,1,0,0,1.99,1,0.648,31.4,MEDIUM
Software Developer,Finance,Development Server,2,9.95,0,1,1,0,1,3.85,1,0.833,32.6,MEDIUM
DevOps Engineer,Product,Project Management System,1,10.6,0,1,1,1,0,0.06,1,0.642,8.6,LOW
Finance Analyst,Finance,Production Database,4,16.01,0,1,1,0,0,0.97,1,0.915,34.0,MEDIUM
HR Specialist,HR,Project Management System,1,4.13,1,0,0,1,4,13.9,1,0.46,96.9,HIGH
DevOps Engineer,IT,Development Server,2,4.41,1,0,0,0,1,6.65,1,0.229,100.0,HIGH
Product Manager,Engineering,Development Server,2,18.34,0,1,1,1,0,0.32,1,0.88,3.9,LOW
System Administrator,HR,Admin Panel,4,13.48,0,1,1,0,1,3.57,1,0.909,38.6,MEDIUM
Software Developer,IT,HR Database,3,0.53,1,0,0,0,2,3.13,1,0.448,100.0,HIGH
HR Specialist,Engineering,Finance System,3,11.7,0,1,1,0,0,3.02,1,0.723,30.7,MEDIUM
Product Manager,IT,Finance System,3,12.87,0,1,1,0,0,1.32,1,0.96,25.2,LOW
HR Specialist,Engineering,Production Database,4,17.77,0,1,1,1,1,4.25,1,0.697,23.2,LOW
QA Engineer,IT,HR Database,3,10.45,0,1,1,0,0,4.23,1,0.74,31.7,MEDIUM
Software Developer,Product,Project Management System,1,22.02,1,0,0,1,0,14.63,1,0.17,93.2,HIGH
Product Manager,Product,HR Database,3,4.94,1,0,0,0,3,4.36,1,0.448,98.8,HIGH
DevOps Engineer,Engineering,GitHub Project Alpha,1,14.86,0,1,1,1,0,2.12,1,0.783,5.5,LOW
Product Manager,Finance,Admin Panel,4,13.43,0,1,1,0,0,2.67,1,0.822,30.7,MEDIUM
DevOps Engineer,IT,Production Database,4,2.41,1,0,0,1,3,6.81,1,0.277,98.7,HIGH
Product Manager,Engineering,Project Management System,1,11.67,0,1,1,1,0,2.53,1,0.692,5.0,LOW
QA Engineer,IT,GitHub Project Alpha,1,10.05,0,0,1,0,0,0.37,1,0.723,45.9,MEDIUM
System Administrator,IT,Development Server,2,3.87,1,1,0,0,4,9.06,1,0.1,97.6,HIGH
Product Manager,IT,GitHub Project Alpha,1,10.87,0,1,1,0,0,3.52,1,0.72,28.0,LOW
HR Specialist,Engineering,Project Management System,1,7.39,0,1,0,1,0,3.05,1,0.773,23.6,LOW
Software Developer,Engineering,Development Server,2,22.92,1,0,0,1,2,7.04,1,0.003,93.1,HIGH
System Administrator,Engineering,Project Management System,1,9.85,0,1,1,1,0,3.59,1,0.642,6.2,LOW
HR Specialist,Product,Production Database,4,15.18,0,1,1,0,0,4.06,1,0.84,28.9,LOW
Finance Analyst,HR,Finance System,3,14.02,0,1,1,0,0,0.42,1,0.99,31.3,MEDIUM
Contractor,IT,Production Database,4,16.14,0,1,1,1,1,1.73,1,0.907,14.9,LOW
DevOps Engineer,HR,Development Server,2,7.46,0,1,0,0,0,3.94,1,0.981,42.2,MEDIUM
HR Specialist,Finance,HR Database,3,11.79,0,1,1,0,1,1.7,1,0.63,37.9,MEDIUM
Finance Analyst,Finance,GitHub Project Alpha,1,4.59,1,0,0,0,2,13.07,1,0.298,99.7,HIGH
Finance Analyst,Finance,Development Server,2,17.61,0,1,1,0,1,0.11,1,0.873,37.4,MEDIUM
DevOps Engineer,IT,HR Database,3,0.88,1,1,0,0,5,9.48,1,0.177,100.0,HIGH
QA Engineer,HR,GitHub Project Alpha,1,22.12,1,0,1,0,1,8.89,0,0.53,100.0,HIGH
Software Developer,Engineering,Admin Panel,4,4.62,1,1,0,0,0,12.31,1,0.35,100.0,HIGH
Product Manager,Engineering,HR Database,3,23.48,1,0,0,0,5,13.02,1,0.348,96.8,HIGH
Contractor,IT,Admin Panel,4,13.97,0,1,1,1,0,0.7,1,0.666,13.9,LOW
System Administrator,Finance,Admin Panel,4,15.44,0,1,0,0,0,4.77,1,0.698,50.8,MEDIUM
System Administrator,Finance,GitHub Project Alpha,1,19.46,0,1,1,0,0,3.31,1,0.934,22.6,LOW
Software Developer,IT,HR Database,3,18.04,0,1,1,0,1,0.91,1,0.738,40.0,MEDIUM
DevOps Engineer,Finance,Production Database,4,8.19,0,1,0,0,0,2.24,1,0.717,51.8,MEDIUM
Software Developer,Finance,HR Database,3,3.13,1,0,0,0,0,3.29,1,0.184,92.7,HIGH
System Administrator,Engineering,GitHub Project Alpha,1,17.46,0,1,1,1,1,1.16,1,0.703,14.1,LOW
Contractor,Product,Development Server,2,13.65,0,1,1,0,1,0.54,1,0.756,35.4,MEDIUM
HR Specialist,Product,HR Database,3,12.12,0,1,1,0,0,3.82,1,0.749,29.6,LOW
QA Engineer,Finance,Finance System,3,18.56,0,1,1,1,0,1.3,1,0.948,7.1,LOW
Product Manager,IT,Development Server,2,17.59,0,1,1,0,0,0.55,1,0.612,28.8,LOW
Software Developer,Engineering,Production Database,4,18.04,0,1,1,1,0,1.28,1,0.972,12.4,LOW
Finance Analyst,Engineering,Admin Panel,4,11.13,0,1,1,0,0,2.63,1,0.899,28.6,LOW
QA Engineer,IT,Finance System,3,15.59,0,1,1,0,0,3.63,1,0.631,27.8,LOW
Contractor,Finance,Finance System,3,9.21,0,1,1,1,0,0.78,1,0.985,6.1,LOW
Contractor,Finance,Finance System,3,11.65,0,1,1,1,0,0.59,1,0.881,7.5,LOW
Contractor,HR,HR Database,3,14.42,0,1,1,1,0,4.07,1,0.603,12.4,LOW
Finance Analyst,Finance,Project Management System,1,9.42,0,1,1,1,0,0.6,1,0.821,0.5,LOW
Finance Analyst,Product,Finance System,3,14.63,0,1,1,0,1,4.11,1,0.742,36.6,MEDIUM
QA Engineer,HR,Development Server,2,4.7,1,1,0,0,4,4.61,1,0.548,96.2,HIGH
DevOps Engineer,HR,Project Management System,1,17.43,0,1,1,1,0,4.03,1,0.943,1.7,LOW
System Administrator,IT,Development Server,2,21.68,1,0,1,0,5,10.75,1,0.319,98.1,HIGH
System Administrator,Engineering,Production Database,4,8.01,0,1,1,1,0,1.53,1,0.92,8.7,LOW
HR Specialist,HR,Project Management System,1,17.94,0,1,1,1,0,1.64,1,0.737,3.8,LOW
Finance Analyst,Finance,Development Server,2,16.43,0,0,1,0,0,1.61,1,0.617,46.0,MEDIUM
HR Specialist,HR,Admin Panel,4,12.42,0,1,1,0,0,0.97,1,0.983,33.4,MEDIUM
HR Specialist,Engineering,GitHub Project Alpha,1,15.78,0,1,1,1,0,4.53,1,0.844,3.8,LOW
QA Engineer,Product,HR Database,3,15.42,0,1,1,0,0,0.61,1,0.692,30.3,MEDIUM
DevOps Engineer,HR,Admin Panel,4,16.38,0,1,1,0,0,2.86,1,0.717,35.9,MEDIUM
Finance Analyst,Finance,Project Management System,1,7.97,0,1,0,1,0,0.33,1,0.812,28.2,LOW
Product Manager,Engineering,Project Management System,1,17.67,0,1,1,1,0,3.53,1,0.775,7.3,LOW
HR Specialist,Finance,GitHub Project Alpha,1,19.42,0,1,1,0,0,4.1,1,0.962,22.4,LOW
Software Developer,Engineering,GitHub Project Alpha,1,14.61,0,1,1,1,1,1.05,1,0.604,14.5,LOW
Finance Analyst,Product,Finance System,3,7.16,0,1,1,0,0,1.56,1,0.703,33.9,MEDIUM
Software Developer,Finance,Production Database,4,13.35,0,1,0,0,0,3.02,1,0.62,56.8,MEDIUM
Contractor,Finance,Development Server,2,12.53,0,1,1,0,0,0.98,1,0.761,24.2,LOW
QA Engineer,Product,Admin Panel,4,8.14,0,1,1,0,0,0.64,1,0.968,30.9,MEDIUM
Finance Analyst,Product,GitHub Project Alpha,1,3.31,1,0,0,1,3,12.75,1,0.392,100.0,HIGH
Finance Analyst,IT,Production Database,4,23.61,1,0,0,1,4,14.75,1,0.275,100.0,HIGH
Software Developer,Finance,Development Server,2,8.3,0,1,1,0,0,4.38,1,0.655,31.7,MEDIUM
Finance Analyst,Finance,GitHub Project Alpha,1,22.7,1,0,0,0,3,12.64,1,0.318,99.7,HIGH
Software Developer,Engineering,Production Database,4,14.38,0,1,1,1,0,2.66,1,0.692,11.6,LOW
Contractor,IT,HR Database,3,16.31,0,1,1,0,0,1.67,1,0.912,26.1,LOW
Contractor,HR,Production Database,4,10.69,0,1,1,0,0,4.42,1,0.777,32.3,MEDIUM
System Administrator,IT,GitHub Project Alpha,1,10.25,0,1,1,0,0,2.37,1,0.874,26.1,LOW
QA Engineer,Engineering,Production Database,4,19.76,0,1,1,1,0,1.87,1,0.806,10.0,LOW
Product Manager,IT,Finance System,3,11.99,0,1,1,0,0,3.81,1,0.767,31.9,MEDIUM
DevOps Engineer,HR,Development Server,2,14.88,0,1,1,0,0,3.09,1,0.68,24.8,LOW
HR Specialist,IT,Finance System,3,15.93,0,1,1,0,0,0.09,1,0.905,28.2,LOW
QA Engineer,Product,Production Database,4,16.34,0,1,1,0,0,1.19,0,0.655,46.7,MEDIUM
DevOps Engineer,IT,Admin Panel,4,14.96,0,1,1,1,0,4.04,1,0.882,10.1,LOW
Finance Analyst,Engineering,GitHub Project Alpha,1,8.2,0,1,1,1,0,2.33,1,0.736,3.7,LOW
QA Engineer,Product,Admin Panel,4,9.5,0,1,1,0,0,0.47,1,0.928,27.4,LOW
Software Developer,Engineering,Admin Panel,4,18.73,0,1,0,0,1,3.63,1,0.726,64.6,MEDIUM
Software Developer,HR,Admin Panel,4,12.18,0,1,0,0,0,4.93,0,0.687,68.1,MEDIUM
Contractor,IT,HR Database,3,11.3,0,0,1,0,0,1.03,1,0.998,43.6,MEDIUM
DevOps Engineer,HR,GitHub Project Alpha,1,12.89,0,1,1,0,0,0.03,1,0.977,22.6,LOW
DevOps Engineer,HR,Admin Panel,4,15.55,0,1,1,0,1,1.75,1,0.741,44.2,MEDIUM
Contractor,HR,Production Database,4,0.49,1,0,1,0,4,4.4,1,0.112,100.0,HIGH
Software Developer,HR,HR Database,3,23.14,1,0,0,1,0,14.83,1,0.251,100.0,HIGH
Product Manager,HR,Project Management System,1,13.76,0,1,1,1,0,4.94,1,0.949,6.9,LOW
DevOps Engineer,HR,Admin Panel,4,16.36,0,1,1,0,1,4.4,1,0.658,43.7,MEDIUM
Finance Analyst,Product,Admin Panel,4,1.69,1,0,1,0,5,7.87,1,0.407,100.0,HIGH
HR Specialist,HR,HR Database,3,15.43,0,1,1,1,0,4.9,1,0.699,12.9,LOW
DevOps Engineer,Product,Admin Panel,4,2.08,1,1,1,0,3,4.01,1,0.512,73.7,HIGH
Contractor,Product,Finance System,3,15.04,0,1,1,0,0,0.69,1,0.635,29.5,LOW
Product Manager,Product,Production Database,4,14.26,0,1,1,0,0,4.82,1,0.714,35.5,MEDIUM
Software Developer,IT,Admin Panel,4,7.64,0,1,1,1,0,0.43,1,0.792,13.3,LOW
QA Engineer,Engineering,Finance System,3,18.48,0,1,1,0,0,2.84,1,0.907,29.0,LOW
QA Engineer,HR,Production Database,4,23.48,1,0,0,0,0,3.33,1,0.037,95.6,HIGH
HR Specialist,IT,Project Management System,1,0.52,1,0,1,1,1,9.21,1,0.264,73.0,HIGH
Product Manager,IT,Production Database,4,10.57,0,1,1,1,0,4.1,1,0.982,7.7,LOW
Software Developer,Engineering,GitHub Project Alpha,1,10.33,0,1,1,1,0,2.68,1,0.802,6.1,LOW
Contractor,IT,Project Management System,1,13.46,0,1,1,1,0,4.19,1,0.74,7.3,LOW
Software Developer,Product,HR Database,3,23.07,1,0,0,0,2,4.48,1,0.244,99.6,HIGH
QA Engineer,Product,HR Database,3,8.06,0,1,1,0,0,4.15,1,0.783,30.8,MEDIUM
QA Engineer,Engineering,Development Server,2,13.88,0,1,1,1,0,2.74,1,0.829,10.1,LOW
QA Engineer,IT,Development Server,2,9.59,0,1,1,0,0,3.2,1,0.998,23.1,LOW
Finance Analyst,Product,Project Management System,1,23.63,1,0,1,1,1,12.39,1,0.116,83.3,HIGH
Finance Analyst,IT,Admin Panel,4,17.38,0,1,1,1,0,2.18,1,0.973,13.1,LOW
HR Specialist,Finance,Project Management System,1,0.87,1,0,0,1,2,9.02,1,0.515,96.7,HIGH
Finance Analyst,Product,HR Database,3,21.92,1,0,1,0,4,10.35,0,0.381,99.3,HIGH
Finance Analyst,HR,GitHub Project Alpha,1,18.82,0,1,1,0,0,1.93,1,0.799,23.8,LOW
QA Engineer,Product,HR Database,3,21.39,1,1,0,0,4,10.71,0,0.524,100.0,HIGH
Contractor,HR,GitHub Project Alpha,1,10.93,0,1,1,0,0,0.91,1,0.618,27.8,LOW
Product Manager,IT,Admin Panel,4,21.59,1,1,0,1,0,14.34,1,0.126,82.4,HIGH
HR Specialist,Engineering,Admin Panel,4,8.29,0,1,1,0,0,1.69,1,0.888,28.9,LOW
HR Specialist,HR,Production Database,4,10.83,0,1,1,0,1,4.3,1,0.978,39.2,MEDIUM
System Administrator,Finance,HR Database,3,15.31,0,1,1,0,0,3.45,1,0.663,30.0,LOW
Finance Analyst,Product,Development Server,2,11.32,0,1,1,0,0,0.89,1,0.866,24.6,LOW
Finance Analyst,Engineering,Admin Panel,4,11.33,0,1,0,0,0,3.26,1,0.834,49.2,MEDIUM
QA Engineer,Finance,Admin Panel,4,19.34,0,1,1,0,0,3.44,1,0.658,33.9,MEDIUM
System Administrator,HR,HR Database,3,3.58,1,0,0,1,3,13.92,1,0.467,100.0,HIGH
QA Engineer,Finance,HR Database,3,19.11,0,1,1,0,0,4.5,1,0.904,27.9,LOW
HR Specialist,Engineering,Admin Panel,4,14.81,0,1,1,0,0,2.22,1,0.916,33.3,MEDIUM
QA Engineer,Product,GitHub Project Alpha,1,17.16,0,1,0,1,0,4.65,1,0.616,25.6,LOW
Product Manager,Product,Development Server,2,18.69,0,1,1,0,0,2.13,1,0.958,21.9,LOW
DevOps Engineer,Finance,Admin Panel,4,19.33,0,0,1,0,0,4.26,1,0.762,54.2,MEDIUM
QA Engineer,Product,GitHub Project Alpha,1,11.58,0,1,1,1,0,0.66,1,0.991,5.1,LOW
Product Manager,Finance,Production Database,4,14.2,0,1,1,0,0,4.26,0,0.941,48.4,MEDIUM
Software Developer,Engineering,Admin Panel,4,23.44,1,0,1,0,1,11.08,1,0.379,99.6,HIGH
Contractor,HR,GitHub Project Alpha,1,7.26,0,1,0,0,0,4.59,1,0.791,47.8,MEDIUM
Finance Analyst,HR,Admin Panel,4,19.64,0,1,1,0,0,3.9,0,0.924,49.2,MEDIUM
Software Developer,Product,Production Database,4,15.8,0,1,1,0,0,0.22,1,0.931,29.0,LOW
Software Developer,IT,Finance System,3,23.25,1,0,0,0,5,5.74,1,0.329,100.0,HIGH
QA Engineer,Engineering,Production Database,4,18.47,0,1,1,1,0,0.81,1,0.633,12.4,LOW
HR Specialist,IT,Finance System,3,9.87,0,1,1,0,1,2.24,1,0.653,41.6,MEDIUM
Contractor,Finance,Project Management System,1,8.96,0,1,1,1,0,0.77,1,0.894,4.6,LOW
Product Manager,Engineering,Admin Panel,4,8.66,0,1,1,0,0,4.72,1,0.946,33.0,MEDIUM
Product Manager,HR,Finance System,3,18.39,0,1,1,0,1,4.17,1,0.747,36.7,MEDIUM
Product Manager,Engineering,Admin Panel,4,12.98,0,1,0,0,0,2.25,1,0.863,51.0,MEDIUM
Contractor,Engineering,GitHub Project Alpha,1,2.94,1,0,0,1,5,6.91,1,0.088,96.6,HIGH
Software Developer,Product,GitHub Project Alpha,1,14.01,0,1,1,1,0,3.11,1,0.991,0.6,LOW
Finance Analyst,Product,Admin Panel,4,8.38,0,1,0,0,0,4.11,1,0.921,47.6,MEDIUM
QA Engineer,Engineering,Project Management System,1,22.77,1,1,1,1,0,11.11,1,0.531,48.5,MEDIUM
System Administrator,Product,Production Database,4,11.59,0,1,1,0,0,2.54,1,0.955,27.3,LOW
Finance Analyst,IT,GitHub Project Alpha,1,13.42,0,1,1,0,1,0.36,1,0.691,34.7,MEDIUM
Finance Analyst,Engineering,Finance System,3,0.33,1,1,0,0,1,11.88,1,0.094,100.0,HIGH
System Administrator,IT,Production Database,4,23.23,1,0,0,1,0,4.21,1,0.134,72.6,HIGH
DevOps Engineer,Engineering,GitHub Project Alpha,1,8.36,0,0,1,1,1,4.59,1,0.738,30.6,MEDIUM
HR Specialist,IT,Admin Panel,4,9.65,0,1,1,1,0,0.04,1,0.914,12.0,LOW
Product Manager,IT,GitHub Project Alpha,1,10.9,0,1,1,0,0,2.57,1,0.738,21.5,LOW
HR Specialist,IT,GitHub Project Alpha,1,23.64,1,0,0,0,4,8.48,0,0.202,97.0,HIGH
Contractor,Finance,Finance System,3,11.31,0,0,1,1,0,3.94,1,0.766,27.9,LOW
Contractor,HR,Development Server,2,12.23,0,1,1,0,1,4.97,1,0.698,39.7,MEDIUM
QA Engineer,HR,Admin Panel,4,13.84,0,1,0,0,0,3.23,1,0.883,53.2,MEDIUM
DevOps Engineer,Engineering,GitHub Project Alpha,1,14.22,0,1,1,1,0,3.78,1,0.993,0.0,LOW
Software Developer,HR,GitHub Project Alpha,1,2.87,1,0,0,0,5,7.22,1,0.109,96.9,HIGH
System Administrator,IT,Project Management System,1,15.91,0,1,1,1,0,0.06,1,0.761,8.2,LOW
QA Engineer,HR,Finance System,3,22.94,1,0,0,0,5,11.58,1,0.166,100.0,HIGH
Product Manager,HR,HR Database,3,17.65,0,1,1,1,0,2.87,1,0.796,9.2,LOW
DevOps Engineer,HR,Finance System,3,18.36,0,1,1,0,0,3.43,1,0.709,32.3,MEDIUM
Software Developer,Engineering,Finance System,3,17.95,0,1,1,0,0,1.96,1,0.624,30.8,MEDIUM
QA Engineer,IT,Production Database,4,21.79,1,0,0,1,1,13.52,0,0.1,100.0,HIGH
Software Developer,Product,GitHub Project Alpha,1,10.85,0,1,0,1,0,4.14,1,0.663,29.5,LOW
Contractor,Product,Finance System,3,9.41,0,1,1,0,0,1.45,1,0.621,33.0,MEDIUM
Product Manager,Engineering,Admin Panel,4,19.33,0,1,1,0,0,1.05,1,0.685,36.5,MEDIUM
Software Developer,Engineering,Finance System,3,23.62,1,0,0,0,5,12.77,0,0.129,96.6,HIGH
System Administrator,HR,Finance System,3,12.6,0,1,1,0,0,0.58,1,0.84,32.7,MEDIUM
Software Developer,HR,GitHub Project Alpha,1,17.39,0,1,1,0,1,0.8,1,0.741,36.5,MEDIUM
HR Specialist,HR,HR Database,3,12.01,0,1,1,1,0,1.66,1,0.754,6.2,LOW
HR Specialist,HR,Development Server,2,12.25,0,1,1,0,0,1.76,1,0.94,24.9,LOW
DevOps Engineer,HR,Development Server,2,22.81,1,0,0,0,2,12.63,1,0.162,100.0,HIGH
Product Manager,Product,GitHub Project Alpha,1,11.03,0,1,0,1,0,3.2,1,0.89,23.4,LOW
HR Specialist,Engineering,Finance System,3,0.67,1,0,1,0,1,8.82,1,0.211,96.3,HIGH
QA Engineer,IT,Development Server,2,12.14,0,1,1,0,0,0.04,1,0.876,27.5,LOW
System Administrator,Engineering,Development Server,2,4.32,1,0,0,1,5,14.81,1,0.196,100.0,HIGH
Contractor,Finance,Finance System,3,14.47,0,1,1,1,0,2.64,1,0.961,10.3,LOW
Product Manager,Finance,HR Database,3,14.26,0,0,1,0,0,0.21,1,0.616,49.1,MEDIUM
Contractor,Finance,GitHub Project Alpha,1,22.62,1,0,0,0,0,9.58,0,0.585,100.0,HIGH
QA Engineer,Finance,Development Server,2,17.37,0,0,0,0,0,1.49,1,0.604,65.1,MEDIUM
System Administrator,Product,HR Database,3,13.5,0,1,1,0,0,3.84,1,0.672,33.4,MEDIUM
Contractor,Product,Development Server,2,18.78,0,1,1,0,0,4.21,1,0.92,29.2,LOW
DevOps Engineer,Engineering,Admin Panel,4,10.43,0,1,1,0,1,4.66,1,0.718,37.4,MEDIUM
Finance Analyst,Finance,GitHub Project Alpha,1,13.4,0,1,1,0,0,0.83,1,0.631,27.5,LOW
QA Engineer,HR,Production Database,4,19.93,0,1,1,0,1,1.86,1,0.942,37.1,MEDIUM
