role,department,employment_type,resource,dept_matches_resource,role_eligible_for_critical,resource_sensitivity,has_relevant_cert,project_assigned,employment_is_contractor,employment_is_intern,contract_duration_days,previously_approved_similar,label
HR Specialist,IT,Employee,Production Database,1,0,4,1,1,0,0,14,0,DENY
Finance Analyst,Product,Intern,Production Database,0,0,4,1,0,0,1,60,0,DENY
HR Specialist,IT,Employee,Development Server,0,1,2,0,1,0,0,90,0,DENY
Product Manager,Product,Contractor,HR Database,0,1,3,0,0,1,0,7,1,DENY
HR Specialist,HR,Contractor,Admin Panel,0,0,4,1,1,1,0,90,1,DENY
DevOps Engineer,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,365,0,DENY
Finance Analyst,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,14,0,ALLOW
System Administrator,HR,Employee,Development Server,0,1,2,1,1,0,0,90,1,DENY
Finance Analyst,HR,Contractor,Project Management System,1,1,1,1,0,1,0,90,1,ALLOW
Product Manager,IT,Employee,Finance System,0,1,3,0,1,0,0,7,1,DENY
System Administrator,Product,Employee,Finance System,0,1,3,1,0,0,0,60,1,DENY
Contractor,IT,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,180,1,DENY
QA Engineer,Product,Contractor,Development Server,0,1,2,0,1,1,0,14,0,DENY
Contractor,Finance,Contractor,HR Database,0,1,3,1,0,1,0,365,0,DENY
HR Specialist,Product,Employee,Admin Panel,0,0,4,1,0,0,0,7,1,DENY
System Administrator,Finance,Contractor,Development Server,0,1,2,0,1,1,0,365,0,DENY
HR Specialist,Engineering,Contractor,Admin Panel,0,0,4,1,1,1,0,60,0,DENY
Finance Analyst,IT,Intern,Production Database,1,0,4,0,1,0,1,180,0,DENY
Product Manager,HR,Contractor,Production Database,0,0,4,1,0,1,0,180,1,DENY
DevOps Engineer,Product,Contractor,Development Server,0,1,2,0,1,1,0,180,1,DENY
Product Manager,Finance,Employee,HR Database,0,1,3,0,0,0,0,365,0,DENY
Product Manager,IT,Contractor,Development Server,0,1,2,0,1,1,0,14,0,DENY
Finance Analyst,Product,Employee,HR Database,0,1,3,0,0,0,0,180,0,DENY
Product Manager,Finance,Contractor,Admin Panel,0,0,4,0,0,1,0,7,0,DENY
QA Engineer,Product,Employee,Production Database,0,0,4,1,1,0,0,365,0,DENY
Product Manager,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,7,0,ALLOW
Product Manager,Engineering,Employee,HR Database,0,1,3,0,1,0,0,90,0,DENY
DevOps Engineer,HR,Intern,HR Database,1,1,3,0,0,0,1,7,0,REVIEW
DevOps Engineer,IT,Employee,HR Database,0,1,3,1,1,0,0,30,0,DENY
Software Developer,Engineering,Contractor,Admin Panel,0,0,4,1,0,1,0,60,1,DENY
QA Engineer,Engineering,Intern,HR Database,0,1,3,0,1,0,1,90,0,DENY
Software Developer,Engineering,Intern,Admin Panel,0,0,4,1,0,0,1,7,0,DENY
Finance Analyst,Engineering,Intern,Project Management System,1,1,1,0,1,0,1,90,0,ALLOW
Contractor,Product,Intern,Admin Panel,0,0,4,1,0,0,1,60,1,DENY
Finance Analyst,IT,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,7,0,DENY
HR Specialist,IT,Contractor,Admin Panel,1,0,4,1,1,1,0,30,0,DENY
Product Manager,IT,Contractor,Project Management System,1,1,1,1,1,1,0,7,1,ALLOW
Software Developer,Finance,Contractor,Project Management System,1,1,1,1,0,1,0,90,0,ALLOW
Contractor,IT,Contractor,Project Management System,1,1,1,0,1,1,0,180,0,ALLOW
Contractor,HR,Contractor,HR Database,1,1,3,0,1,1,0,90,0,REVIEW
DevOps Engineer,Finance,Intern,Finance System,1,1,3,1,0,0,1,30,0,REVIEW
DevOps Engineer,IT,Employee,Project Management System,1,1,1,1,0,0,0,365,1,ALLOW
Finance Analyst,HR,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,30,0,DENY
Product Manager,IT,Contractor,Admin Panel,1,0,4,1,0,1,0,60,0,DENY
Finance Analyst,Product,Contractor,Finance System,0,1,3,1,1,1,0,14,0,DENY
QA Engineer,HR,Contractor,Project Management System,1,1,1,1,0,1,0,180,0,ALLOW
DevOps Engineer,Finance,Intern,Finance System,1,1,3,1,1,0,1,30,0,REVIEW
Contractor,Finance,Employee,HR Database,0,1,3,0,0,0,0,14,0,DENY
QA Engineer,HR,Intern,Production Database,0,0,4,1,0,0,1,90,0,DENY
System Administrator,Product,Employee,HR Database,0,1,3,1,0,0,0,7,0,DENY
HR Specialist,HR,Contractor,Admin Panel,0,0,4,1,0,1,0,30,0,DENY
HR Specialist,Engineering,Contractor,Admin Panel,0,0,4,0,1,1,0,90,0,DENY
QA Engineer,Engineering,Intern,Development Server,1,1,2,0,1,0,1,180,0,ALLOW
QA Engineer,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,30,0,DENY
QA Engineer,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,7,0,ALLOW
Finance Analyst,Finance,Contractor,Production Database,0,0,4,0,0,1,0,180,1,DENY
QA Engineer,Engineering,Intern,Production Database,1,0,4,0,0,0,1,7,0,DENY
Contractor,HR,Intern,Production Database,0,0,4,1,1,0,1,14,1,DENY
DevOps Engineer,IT,Employee,HR Database,0,1,3,0,0,0,0,60,0,DENY
Software Developer,IT,Employee,Development Server,0,1,2,1,0,0,0,90,0,DENY
Finance Analyst,Product,Contractor,Production Database,0,0,4,1,0,1,0,60,1,DENY
HR Specialist,Engineering,Employee,Finance System,0,1,3,0,1,0,0,14,0,DENY
DevOps Engineer,Engineering,Employee,Admin Panel,0,0,4,0,1,0,0,90,0,DENY
Software Developer,Product,Contractor,Finance System,0,1,3,0,1,1,0,180,0,DENY
Software Developer,Product,Intern,Development Server,0,1,2,1,0,0,1,180,0,DENY
Contractor,Finance,Contractor,Admin Panel,0,0,4,1,0,1,0,90,1,DENY
Finance Analyst,HR,Intern,Admin Panel,0,0,4,1,0,0,1,60,1,DENY
HR Specialist,IT,Contractor,Finance System,0,1,3,0,0,1,0,30,0,DENY
System Administrator,HR,Intern,Production Database,0,1,4,0,0,0,1,30,1,DENY
System Administrator,Finance,Contractor,Finance System,1,1,3,0,1,1,0,7,0,REVIEW
Product Manager,Engineering,Intern,GitHub Project Alpha,1,1,1,0,0,0,1,90,1,REVIEW
Product Manager,Product,Contractor,Development Server,0,1,2,1,1,1,0,180,0,DENY
Product Manager,Product,Employee,Project Management System,1,1,1,1,0,0,0,60,1,ALLOW
Software Developer,Product,Intern,Production Database,0,0,4,1,1,0,1,60,0,DENY
HR Specialist,HR,Contractor,HR Database,1,1,3,1,1,1,0,60,1,ALLOW
Product Manager,HR,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,90,0,DENY
Product Manager,Finance,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,365,0,DENY
Finance Analyst,IT,Contractor,Finance System,0,1,3,0,1,1,0,14,1,DENY
Product Manager,HR,Intern,Admin Panel,0,0,4,0,1,0,1,90,1,DENY
Finance Analyst,Finance,Intern,HR Database,0,1,3,1,0,0,1,60,0,DENY
Product Manager,Engineering,Intern,Finance System,0,1,3,1,0,0,1,365,0,DENY
Finance Analyst,Engineering,Intern,Finance System,0,1,3,1,1,0,1,60,0,DENY
Software Developer,IT,Intern,HR Database,0,1,3,0,0,0,1,365,0,DENY
Software Developer,Engineering,Employee,Finance System,0,1,3,0,0,0,0,7,0,DENY
Contractor,Finance,Contractor,Development Server,0,1,2,0,1,1,0,60,1,DENY
DevOps Engineer,HR,Employee,Admin Panel,0,0,4,0,0,0,0,365,1,DENY
DevOps Engineer,HR,Employee,HR Database,1,1,3,1,1,0,0,365,1,ALLOW
QA Engineer,Engineering,Employee,Development Server,1,1,2,1,1,0,0,7,0,ALLOW
Product Manager,HR,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,365,0,DENY
HR Specialist,Finance,Intern,Development Server,0,1,2,0,0,0,1,60,1,DENY
QA Engineer,IT,Employee,HR Database,0,1,3,0,1,0,0,30,0,DENY
Software Developer,Product,Intern,Production Database,0,0,4,1,1,0,1,30,0,DENY
DevOps Engineer,Engineering,Intern,Production Database,1,1,4,0,1,0,1,90,1,REVIEW
DevOps Engineer,Engineering,Intern,Admin Panel,0,0,4,0,1,0,1,7,0,DENY
System Administrator,Finance,Intern,Production Database,0,1,4,1,0,0,1,90,0,DENY
DevOps Engineer,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,7,0,ALLOW
Contractor,HR,Employee,Finance System,0,1,3,1,0,0,0,90,0,DENY
Finance Analyst,Finance,Contractor,Admin Panel,0,0,4,0,0,1,0,14,0,DENY
QA Engineer,HR,Intern,Finance System,0,1,3,1,1,0,1,14,0,DENY
DevOps Engineer,IT,Contractor,Production Database,1,1,4,0,1,1,0,180,0,REVIEW
Finance Analyst,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,30,1,DENY
QA Engineer,Finance,Employee,Project Management System,1,1,1,1,1,0,0,7,0,ALLOW
Product Manager,Product,Intern,Development Server,0,1,2,0,0,0,1,180,0,DENY
System Administrator,Finance,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,180,1,DENY
QA Engineer,Finance,Employee,Development Server,0,1,2,0,1,0,0,60,1,DENY
HR Specialist,HR,Intern,Admin Panel,0,0,4,1,0,0,1,30,0,DENY
DevOps Engineer,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,7,1,DENY
Finance Analyst,Finance,Contractor,Admin Panel,0,0,4,1,0,1,0,7,0,DENY
Product Manager,Engineering,Intern,HR Database,0,1,3,0,1,0,1,180,1,DENY
Software Developer,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,180,0,ALLOW
QA Engineer,Engineering,Contractor,Development Server,1,1,2,0,1,1,0,180,1,ALLOW
HR Specialist,IT,Contractor,Production Database,1,0,4,1,0,1,0,60,1,DENY
System Administrator,Engineering,Employee,Finance System,0,1,3,1,0,0,0,7,0,DENY
Finance Analyst,Product,Employee,Admin Panel,0,0,4,0,1,0,0,365,0,DENY
QA Engineer,Product,Employee,Finance System,0,1,3,0,0,0,0,365,0,DENY
Product Manager,Finance,Contractor,Production Database,0,0,4,0,0,1,0,30,1,DENY
HR Specialist,Finance,Contractor,Admin Panel,0,0,4,1,0,1,0,365,0,DENY
Contractor,Product,Contractor,Development Server,0,1,2,1,1,1,0,7,0,DENY
HR Specialist,IT,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,90,0,DENY
DevOps Engineer,Product,Employee,Finance System,0,1,3,1,0,0,0,180,1,DENY
Contractor,Engineering,Contractor,Finance System,0,1,3,0,1,1,0,365,1,DENY
QA Engineer,IT,Employee,Admin Panel,1,0,4,0,1,0,0,7,0,DENY
HR Specialist,Finance,Contractor,Production Database,0,0,4,1,1,1,0,365,1,DENY
Software Developer,Finance,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,60,1,DENY
Contractor,Product,Intern,HR Database,0,1,3,0,1,0,1,14,0,DENY
QA Engineer,IT,Contractor,Admin Panel,1,0,4,1,0,1,0,14,1,DENY
HR Specialist,IT,Intern,Production Database,1,0,4,0,0,0,1,60,0,DENY
Product Manager,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,365,1,DENY
DevOps Engineer,Finance,Employee,HR Database,0,1,3,1,0,0,0,90,1,DENY
QA Engineer,HR,Contractor,HR Database,1,1,3,1,1,1,0,14,0,ALLOW
Software Developer,Product,Employee,Development Server,0,1,2,1,0,0,0,90,1,DENY
Product Manager,HR,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,365,0,DENY
Contractor,Product,Intern,Production Database,0,0,4,1,0,0,1,180,0,DENY
System Administrator,IT,Intern,Development Server,0,1,2,1,1,0,1,30,0,DENY
Contractor,Engineering,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,30,0,ALLOW
QA Engineer,Engineering,Employee,HR Database,0,1,3,1,1,0,0,14,0,DENY
Product Manager,HR,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,30,0,DENY
Contractor,Engineering,Intern,GitHub Project Alpha,1,1,1,1,1,0,1,7,1,ALLOW
Finance Analyst,Engineering,Intern,Development Server,1,1,2,1,0,0,1,60,0,REVIEW
Finance Analyst,Finance,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,14,0,DENY
DevOps Engineer,IT,Employee,Development Server,0,1,2,0,1,0,0,180,0,DENY
Product Manager,Engineering,Intern,Finance System,0,1,3,0,1,0,1,60,1,DENY
Finance Analyst,Product,Intern,Finance System,0,1,3,1,0,0,1,365,0,DENY
Software Developer,Product,Intern,GitHub Project Alpha,1,1,1,1,0,0,1,180,0,REVIEW
System Administrator,Finance,Employee,Development Server,0,1,2,1,1,0,0,7,0,DENY
DevOps Engineer,Finance,Contractor,HR Database,0,1,3,0,0,1,0,180,0,DENY
Contractor,Engineering,Employee,Admin Panel,0,0,4,0,0,0,0,7,0,DENY
System Administrator,IT,Intern,Admin Panel,1,1,4,1,0,0,1,180,0,REVIEW
Contractor,HR,Intern,Development Server,0,1,2,1,0,0,1,14,0,DENY
Product Manager,Engineering,Employee,GitHub Project Alpha,1,1,1,0,0,0,0,90,1,ALLOW
QA Engineer,IT,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,365,0,DENY
Software Developer,IT,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,30,1,DENY
DevOps Engineer,HR,Contractor,Development Server,0,1,2,1,0,1,0,7,0,DENY
System Administrator,Product,Intern,Project Management System,1,1,1,0,0,0,1,7,1,REVIEW
HR Specialist,IT,Contractor,Production Database,1,0,4,1,0,1,0,60,0,DENY
Software Developer,HR,Employee,Admin Panel,0,0,4,0,1,0,0,180,0,DENY
Product Manager,HR,Contractor,Finance System,0,1,3,0,0,1,0,365,0,DENY
System Administrator,IT,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,90,0,DENY
Product Manager,Engineering,Employee,Project Management System,1,1,1,1,0,0,0,180,0,ALLOW
Contractor,HR,Intern,Development Server,0,1,2,1,1,0,1,30,0,DENY
Contractor,Engineering,Intern,Production Database,1,0,4,0,1,0,1,90,0,DENY
Contractor,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,365,1,ALLOW
QA Engineer,Engineering,Contractor,Project Management System,1,1,1,1,1,1,0,7,0,ALLOW
HR Specialist,Product,Contractor,Admin Panel,0,0,4,0,1,1,0,180,0,DENY
System Administrator,Engineering,Intern,Finance System,0,1,3,0,1,0,1,14,0,DENY
System Administrator,Engineering,Intern,GitHub Project Alpha,1,1,1,0,0,0,1,7,0,REVIEW
DevOps Engineer,IT,Employee,Development Server,0,1,2,1,1,0,0,365,1,DENY
DevOps Engineer,IT,Intern,HR Database,0,1,3,1,1,0,1,90,1,DENY
QA Engineer,Engineering,Contractor,Finance System,0,1,3,1,1,1,0,180,0,DENY
Contractor,Product,Contractor,Finance System,0,1,3,0,1,1,0,14,1,DENY
HR Specialist,Finance,Contractor,Development Server,0,1,2,1,1,1,0,60,0,DENY
System Administrator,Product,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,180,0,ALLOW
System Administrator,HR,Contractor,Finance System,0,1,3,1,1,1,0,60,0,DENY
System Administrator,HR,Intern,Development Server,0,1,2,0,1,0,1,7,1,DENY
Software Developer,HR,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,60,0,DENY
Software Developer,Product,Contractor,Admin Panel,0,0,4,0,0,1,0,14,0,DENY
Finance Analyst,Engineering,Intern,Finance System,0,1,3,1,0,0,1,365,0,DENY
System Administrator,Product,Intern,HR Database,0,1,3,0,0,0,1,60,0,DENY
Finance Analyst,IT,Contractor,Admin Panel,1,0,4,0,0,1,0,365,0,DENY
QA Engineer,HR,Contractor,Development Server,0,1,2,1,0,1,0,365,0,DENY
Product Manager,HR,Intern,HR Database,1,1,3,0,1,0,1,180,0,REVIEW
Contractor,Finance,Employee,Project Management System,1,1,1,0,0,0,0,7,0,ALLOW
System Administrator,Finance,Intern,Production Database,0,1,4,0,1,0,1,30,0,DENY
System Administrator,Finance,Employee,Production Database,0,1,4,1,0,0,0,90,0,DENY
Contractor,Engineering,Contractor,Finance System,0,1,3,0,1,1,0,90,0,DENY
Contractor,Finance,Intern,Production Database,0,0,4,0,1,0,1,90,0,DENY
Product Manager,Product,Contractor,GitHub Project Alpha,1,1,1,1,0,1,0,60,0,ALLOW
Product Manager,Product,Employee,Project Management System,1,1,1,0,1,0,0,90,1,ALLOW
Product Manager,HR,Employee,Production Database,0,0,4,0,0,0,0,90,0,DENY
System Administrator,Product,Intern,Development Server,0,1,2,0,1,0,1,30,1,DENY
QA Engineer,Product,Employee,Development Server,0,1,2,0,0,0,0,30,0,DENY
Contractor,Product,Employee,Project Management System,1,1,1,0,0,0,0,30,0,ALLOW
Product Manager,Product,Intern,HR Database,0,1,3,0,0,0,1,7,1,DENY
QA Engineer,Product,Intern,Project Management System,1,1,1,1,0,0,1,180,0,REVIEW
Product Manager,Engineering,Contractor,Project Management System,1,1,1,1,1,1,0,365,1,ALLOW
QA Engineer,Finance,Contractor,Production Database,0,0,4,0,0,1,0,7,1,DENY
HR Specialist,IT,Intern,HR Database,0,1,3,1,1,0,1,180,1,DENY
System Administrator,IT,Employee,Production Database,1,1,4,0,0,0,0,30,1,REVIEW
HR Specialist,IT,Intern,HR Database,0,1,3,0,0,0,1,90,0,DENY
Product Manager,HR,Contractor,Production Database,0,0,4,0,1,1,0,365,0,DENY
System Administrator,HR,Contractor,Finance System,0,1,3,1,1,1,0,180,1,DENY
QA Engineer,HR,Employee,Finance System,0,1,3,1,1,0,0,90,0,DENY
Software Developer,Product,Intern,Project Management System,1,1,1,0,1,0,1,180,0,ALLOW
DevOps Engineer,IT,Employee,Admin Panel,1,0,4,1,1,0,0,90,0,DENY
Software Developer,Engineering,Intern,Production Database,1,0,4,1,0,0,1,60,1,DENY
System Administrator,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,30,0,DENY
HR Specialist,Product,Intern,Development Server,0,1,2,1,0,0,1,90,1,DENY
Product Manager,HR,Intern,Admin Panel,0,0,4,0,0,0,1,7,0,DENY
System Administrator,IT,Employee,HR Database,0,1,3,0,1,0,0,14,0,DENY
QA Engineer,Engineering,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,90,0,ALLOW
Finance Analyst,HR,Intern,Project Management System,1,1,1,0,1,0,1,90,0,ALLOW
DevOps Engineer,Engineering,Intern,Production Database,1,1,4,1,1,0,1,90,0,REVIEW
System Administrator,IT,Contractor,HR Database,0,1,3,1,0,1,0,180,1,DENY
Software Developer,HR,Employee,Development Server,0,1,2,1,1,0,0,90,0,DENY
Software Developer,Engineering,Intern,Project Management System,1,1,1,0,0,0,1,7,1,REVIEW
HR Specialist,Engineering,Employee,HR Database,0,1,3,0,0,0,0,180,1,DENY
Contractor,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,60,1,DENY
DevOps Engineer,IT,Employee,Project Management System,1,1,1,1,1,0,0,60,1,ALLOW
QA Engineer,Finance,Employee,HR Database,0,1,3,0,1,0,0,90,1,DENY
HR Specialist,Product,Employee,Project Management System,1,1,1,1,1,0,0,30,0,ALLOW
Finance Analyst,HR,Contractor,Development Server,0,1,2,1,1,1,0,7,1,DENY
DevOps Engineer,HR,Employee,Admin Panel,0,0,4,1,1,0,0,60,1,DENY
System Administrator,Engineering,Contractor,HR Database,0,1,3,1,1,1,0,90,0,DENY
HR Specialist,Engineering,Intern,Admin Panel,0,0,4,1,1,0,1,30,1,DENY
Software Developer,Finance,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,14,0,DENY
Software Developer,Engineering,Contractor,Project Management System,1,1,1,1,1,1,0,30,1,ALLOW
Software Developer,HR,Contractor,Finance System,0,1,3,1,1,1,0,60,0,DENY
Software Developer,Finance,Employee,Development Server,0,1,2,1,1,0,0,180,0,DENY
Software Developer,Product,Employee,HR Database,0,1,3,0,0,0,0,365,0,DENY
DevOps Engineer,IT,Contractor,Project Management System,1,1,1,1,1,1,0,14,0,ALLOW
HR Specialist,Finance,Intern,HR Database,0,1,3,1,0,0,1,180,0,DENY
HR Specialist,IT,Intern,Admin Panel,1,0,4,1,1,0,1,180,0,DENY
DevOps Engineer,Finance,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,180,0,DENY
QA Engineer,Engineering,Intern,Development Server,1,1,2,0,1,0,1,60,0,ALLOW
Contractor,IT,Contractor,Finance System,0,1,3,1,1,1,0,180,1,DENY
QA Engineer,IT,Intern,Development Server,0,1,2,0,0,0,1,30,0,DENY
System Administrator,IT,Intern,Development Server,0,1,2,1,0,0,1,90,0,DENY
Finance Analyst,HR,Contractor,HR Database,1,1,3,1,0,1,0,60,1,ALLOW
Contractor,Engineering,Employee,Production Database,1,0,4,1,1,0,0,365,0,DENY
DevOps Engineer,IT,Employee,Development Server,0,1,2,1,1,0,0,60,1,DENY
Finance Analyst,Product,Employee,Finance System,0,1,3,1,0,0,0,7,1,DENY
Software Developer,IT,Contractor,Development Server,0,1,2,0,0,1,0,90,0,DENY
Finance Analyst,Product,Intern,Project Management System,1,1,1,0,0,0,1,7,0,REVIEW
QA Engineer,IT,Contractor,Production Database,1,0,4,0,0,1,0,14,0,DENY
QA Engineer,IT,Intern,Project Management System,1,1,1,0,0,0,1,30,0,REVIEW
Finance Analyst,Finance,Contractor,HR Database,0,1,3,1,1,1,0,180,1,DENY
Contractor,IT,Intern,Finance System,0,1,3,1,0,0,1,14,1,DENY
Finance Analyst,Engineering,Employee,Project Management System,1,1,1,0,1,0,0,60,1,ALLOW
DevOps Engineer,Finance,Intern,Admin Panel,0,0,4,0,1,0,1,14,1,DENY
System Administrator,Finance,Employee,Project Management System,1,1,1,1,1,0,0,365,0,ALLOW
Contractor,Finance,Intern,Development Server,0,1,2,1,1,0,1,180,1,DENY
Product Manager,HR,Employee,Production Database,0,0,4,1,1,0,0,365,0,DENY
QA Engineer,IT,Contractor,HR Database,0,1,3,1,0,1,0,30,1,DENY
QA Engineer,Product,Contractor,Project Management System,1,1,1,1,0,1,0,90,0,ALLOW
QA Engineer,IT,Intern,HR Database,0,1,3,1,1,0,1,14,1,DENY
HR Specialist,HR,Employee,Production Database,0,0,4,1,0,0,0,180,1,DENY
Software Developer,Engineering,Contractor,Finance System,0,1,3,1,1,1,0,60,0,DENY
Finance Analyst,Engineering,Employee,Admin Panel,0,0,4,1,1,0,0,90,1,DENY
Product Manager,IT,Intern,Development Server,0,1,2,1,1,0,1,180,1,DENY
DevOps Engineer,Engineering,Contractor,Finance System,0,1,3,1,0,1,0,180,1,DENY
DevOps Engineer,Product,Contractor,Finance System,0,1,3,0,1,1,0,7,1,DENY
Finance Analyst,Finance,Contractor,HR Database,0,1,3,1,0,1,0,14,0,DENY
System Administrator,Finance,Contractor,Production Database,0,1,4,1,0,1,0,30,1,DENY
Product Manager,Finance,Intern,Admin Panel,0,0,4,1,1,0,1,180,0,DENY
Product Manager,Engineering,Intern,Admin Panel,0,0,4,1,1,0,1,30,0,DENY
Finance Analyst,HR,Contractor,HR Database,1,1,3,1,0,1,0,7,0,REVIEW
HR Specialist,Product,Employee,Admin Panel,0,0,4,0,1,0,0,180,0,DENY
Finance Analyst,IT,Contractor,Finance System,0,1,3,1,0,1,0,14,0,DENY
Product Manager,IT,Contractor,Admin Panel,1,0,4,1,1,1,0,60,0,DENY
Product Manager,IT,Employee,Finance System,0,1,3,1,1,0,0,7,1,DENY
DevOps Engineer,Product,Intern,Project Management System,1,1,1,0,0,0,1,365,0,REVIEW
Product Manager,HR,Intern,Finance System,0,1,3,0,1,0,1,365,1,DENY
DevOps Engineer,HR,Employee,Finance System,0,1,3,0,0,0,0,180,0,DENY
Software Developer,Finance,Contractor,Development Server,0,1,2,0,0,1,0,14,0,DENY
DevOps Engineer,Product,Intern,Admin Panel,0,0,4,0,1,0,1,60,0,DENY
DevOps Engineer,Engineering,Contractor,Production Database,1,1,4,1,0,1,0,30,0,REVIEW
Product Manager,HR,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,180,0,DENY
QA Engineer,IT,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,180,0,DENY
Software Developer,Finance,Intern,Finance System,1,1,3,0,1,0,1,14,1,REVIEW
Finance Analyst,Finance,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,180,0,DENY
Product Manager,HR,Intern,Admin Panel,0,0,4,0,0,0,1,14,0,DENY
QA Engineer,Product,Intern,Project Management System,1,1,1,1,1,0,1,60,0,ALLOW
Software Developer,HR,Intern,Finance System,0,1,3,0,1,0,1,14,1,DENY
Product Manager,IT,Contractor,Finance System,0,1,3,0,1,1,0,365,1,DENY
QA Engineer,IT,Employee,Development Server,0,1,2,0,1,0,0,7,0,DENY
System Administrator,Finance,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,30,1,DENY
Finance Analyst,Finance,Intern,Production Database,0,0,4,1,1,0,1,7,1,DENY
HR Specialist,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,180,1,ALLOW
Software Developer,Engineering,Employee,Development Server,1,1,2,1,0,0,0,14,0,REVIEW
HR Specialist,Product,Employee,Finance System,0,1,3,1,1,0,0,7,0,DENY
HR Specialist,HR,Intern,Project Management System,1,1,1,0,1,0,1,180,1,ALLOW
DevOps Engineer,Finance,Employee,Finance System,1,1,3,1,0,0,0,180,0,REVIEW
